Sno,Candidate∇,Constituency,Party,Criminal Case,Education,Total Assets,Liabilities
3674,Sunil Laxman Chavan,VERSOVA,IND,0,10th Pass,"Rs 2,32,23,100 ~ 2 Crore+","Rs 2,70,000 ~ 2 Lacs+"
3675,Sunil Laxmanrao Wakekar,BHOKARDAN,Viduthalai Chiruthaigal Katchi,0,Post Graduate,,
3676,Sunil Maruti Gaikwad,URAN,BSP,0,Graduate,"Rs 71,00,528 ~ 71 Lacs+",Rs 0 ~
3677,Sunil Patingrao Jadhav,SINDHKHED RAJA,IND,0,Post Graduate,"Rs 50,40,101 ~ 50 Lacs+",Rs 0 ~
3678,Sunil Prabhu Bhole,BELAPUR,Vanchit Bahujan Aaghadi,0,10th Pass,,
3679,Sunil Rajaram Raut,VIKHROLI,Shiv Sena (Uddhav Balasaheb Thackeray),3,12th Pass,"Rs 6,20,86,065 ~ 6 Crore+","Rs 1,70,06,152 ~ 1 Crore+"
3680,Sunil Ramdasji Deshmukh,ARVI,IND,0,10th Pass,"Rs 20,00,000 ~ 20 Lacs+","Rs 3,14,000 ~ 3 Lacs+"
3681,Sunil Ramesh More,ERANDOL,IND,0,Graduate,,
3682,Sunil Sakharam Jadhav,GUHAGAR,IND,0,Graduate,"Rs 40,43,700 ~ 40 Lacs+","Rs 7,00,000 ~ 7 Lacs+"
3683,Sunil Shankarrao Shelke,MAVAL,NCP,1,8th Pass,"Rs 1,27,94,60,530 ~ 127 Crore+","Rs 6,76,11,446 ~ 6 Crore+"
3684,Sunil Shivaji Bandgar,AKKALKOT,Rashtriya Samaj Paksha,1,12th Pass,,
3685,Sunil Sitaram Uttekar,KALYAN WEST,IND,0,5th Pass,"Rs 11,36,000 ~ 11 Lacs+",Rs 0 ~
3686,Sunil Suresh Fulsoundar,AHMEDNAGAR CITY,IND,0,12th Pass,"Rs 9,72,600 ~ 9 Lacs+","Rs 30,00,000 ~ 30 Lacs+"
3687,Sunil Tarachand More,CHALISGAON,IND,0,Graduate,,
3688,Sunil Tukaram Bhil,CHOPDA (ST),Bharat Adivasi Party,0,Graduate,"Rs 23,96,106 ~ 23 Lacs+","Rs 1,00,000 ~ 1 Lacs+"
3689,Sunil Tukaram Sonwane,NANDGAON,IND,3,12th Pass,"Rs 33,000 ~ 33 Thou+",Rs 0 ~
3690,Sunil Vasantrao Shirsat,AKOLA WEST,IND,0,10th Pass,,
3691,Sunil Vijay Tingre,VADGAON SHERI,NCP,2,Others,"Rs 53,81,34,973 ~ 53 Crore+","Rs 3,09,16,527 ~ 3 Crore+"
3692,Sunil Vitthal Pawar,KHED ALANDI,IND,0,12th Pass,"Rs 1,93,000 ~ 1 Lacs+",Rs 0 ~
3693,Sunil Waman Prabhu,DINDOSHI,Shiv Sena (Uddhav Balasaheb Thackeray),0,12th Pass,,
3694,Sunita Rajesh Harade,ACHALPUR,Jan Janwadi Party,0,12th Pass,"Rs 2,38,000 ~ 2 Lacs+","Rs 30,000 ~ 30 Thou+"
3695,Sunita Sanjay Gaikwad,GHATKOPAR EAST,Vanchit Bahujan Aaghadi,0,8th Pass,"Rs 65,65,000 ~ 65 Lacs+","Rs 40,00,000 ~ 40 Lacs+"
3696,Sunita Sopan Patil,DHULE RURAL,IND,0,8th Pass,,
3697,Sunita Vijay Raibole,DHAMANGAON RAILWAY,Peoples Party of India (Democratic),0,Post Graduate,"Rs 25,09,000 ~ 25 Lacs+","Rs 2,90,600 ~ 2 Lacs+"
3698,Supriya Uday Pimple,VILE PARLE,IND,0,Post Graduate,"Rs 30,20,000 ~ 30 Lacs+",Rs 0 ~
3699,Suraj Ashok Sartape,MALSHIRAS (SC),BSP,0,12th Pass,,
3700,Suraj Niranjan Landage,TEOSA,Ambedkarist Republican Party,0,Post Graduate,"Rs 5,95,000 ~ 5 Lacs+","Rs 2,60,000 ~ 2 Lacs+"
3701,Suraj Rajendra Ghorpade,PURANDAR,Maharashtra Swarajya party,0,Graduate,"Rs 1,30,05,000 ~ 1 Crore+","Rs 5,00,000 ~ 5 Lacs+"
3702,Suraj Sanjay Bhosale,PURANDAR,BSP,0,12th Pass,,
3703,Suraj Uttam Patankar,PATAN,IND,0,12th Pass,"Rs 15,72,431 ~ 15 Lacs+",Rs 0 ~
3704,Surekha Anil Nighot,AMBEGAON,IND,0,Post Graduate,"Rs 47,00,000 ~ 47 Lacs+","Rs 9,84,000 ~ 9 Lacs+"
3705,Surendra Digambar Gajbhare,AURANGABAD CENTRAL,Marathwada Mukti Morcha,0,Graduate Professional,,
3706,Surendra Shravan Dongre,NAGPUR SOUTH WEST,BSP,0,12th Pass,"Rs 2,09,000 ~ 2 Lacs+",Rs 0 ~
3707,Surendrakumar Kalicharan Gautam,DOMBIVALI,BSP,0,10th Pass,"Rs 24,44,485 ~ 24 Lacs+","Rs 45,000 ~ 45 Thou+"
3708,Suresh (Bullet) Patil,MANKHURD SHIVAJINAGAR,Shiv Sena,0,10th Pass,,
3709,Suresh Arjun Padavi,DAHANU (ST),Bahujan Vikas Aaghadi,2,5th Pass,"Rs 1,51,01,786 ~ 1 Crore+","Rs 5,22,520 ~ 5 Lacs+"
3710,Suresh Daduji Tembhare,TIRORA,IND,0,12th Pass,"Rs 1,34,78,500 ~ 1 Crore+","Rs 20,00,000 ~ 20 Lacs+"
3711,Suresh Daduji Tembhare,GONDIA,IND,0,12th Pass,,
3712,Suresh Damu Bhole (Raju Mama),JALGAON CITY,BJP,2,Graduate,"Rs 31,91,11,893 ~ 31 Crore+","Rs 9,37,74,604 ~ 9 Crore+"
3713,Suresh Govindrao Gaikwad,AURANGABAD CENTRAL,IND,0,Graduate,"Rs 1,06,85,539 ~ 1 Crore+",Rs 0 ~
3714,Suresh Gyanuji Dongre,BALAPUR,Peoples Party of India (Democratic),1,Others,,
3715,Suresh Kaluram Jadhav,KALYAN WEST,IND,0,8th Pass,"Rs 2,70,000 ~ 2 Lacs+",Rs 0 ~
3716,Suresh Kumar Mishrilal Gautam,WORLI,BSP,0,12th Pass,"Rs 86,67,743 ~ 86 Lacs+","Rs 23,10,000 ~ 23 Lacs+"
3717,Suresh Malhari Paikrao,CHANDRAPUR (SC),IND,0,12th Pass,,
3718,Suresh Murlidhar Patil,DHULE RURAL,IND,0,12th Pass,"Rs 60,000 ~ 60 Thou+","Rs 1,00,000 ~ 1 Lacs+"
3719,Suresh Prakashrao More,LOHA,IND,0,Post Graduate,"Rs 50,20,000 ~ 50 Lacs+","Rs 1,63,000 ~ 1 Lacs+"
3720,Suresh Pundalikrao Meshram,BADNERA,IND,1,10th Pass,,
3721,Suresh Raman Kumar Chaudhary,GONDIA,MNS,0,12th Pass,"Rs 1,70,82,000 ~ 1 Crore+","Rs 1,55,144 ~ 1 Lacs+"
3722,Suresh Rupa Tayade,MUKTAINAGAR,IND,0,10th Pass,"Rs 3,96,140 ~ 3 Lacs+",Rs 0 ~
3723,Suresh Sahebrao Sonwane,GANGAPUR,IND,5,Graduate Professional,,
3724,Suresh Sambhaji Lokhande,OVALA MAJIWADA,BSP,0,5th Pass,"Rs 57,27,114 ~ 57 Lacs+","Rs 10,000 ~ 10 Thou+"
3725,Suresh Sayabu Athavale,KOLHAPUR SOUTH,BSP,0,10th Pass,"Rs 1,35,240 ~ 1 Lacs+","Rs 1,25,000 ~ 1 Lacs+"
3726,Suresh Shankar More,WASHIM (SC),IND,0,Graduate Professional,,
3727,Suresh Tikaram Rathod,BHOKAR,Vanchit Bahujan Aaghadi,1,Graduate,"Rs 5,61,57,669 ~ 5 Crore+","Rs 36,65,000 ~ 36 Lacs+"
3728,Suresh Tulshiram Patilkhede,KOPRI-PACHPAKHADI,IND,0,12th Pass,"Rs 1,93,11,787 ~ 1 Crore+",Rs 0 ~
3729,Suresh Urkuda Bodhi,NAGPUR SOUTH,Ambedkarite Party of India,0,12th Pass,,
3730,Suresh Yadavrao Bhoyar,KAMTHI,INC,6,Graduate Professional,"Rs 11,29,63,688 ~ 11 Crore+","Rs 1,17,55,990 ~ 1 Crore+"
3731,Sureshdada Baburao Veer,PURANDAR,IND,0,10th Pass,"Rs 45,94,930 ~ 45 Lacs+","Rs 1,48,900 ~ 1 Lacs+"
3732,Sureshkumar Babulal Oswal,KASBA PETH,IND,0,Graduate,,
3733,Surwade Samrat Manikrao,MURTIZAPUR (SC),All India Majlis-E-Ittehadul Muslimeen,0,12th Pass,"Rs 99,88,891 ~ 99 Lacs+","Rs 15,95,643 ~ 15 Lacs+"
3734,Suryabhan Baburao Gore,SANGMNER,BSP,0,Literate,"Rs 5,51,500 ~ 5 Lacs+",Rs 0 ~
3735,Suryakant Maruti Shinde,PHALTAN (SC),IND,0,5th Pass,,
3736,Suryakant Rohidas Mogal,PARBHANI,IND,0,Graduate,"Rs 7,86,774 ~ 7 Lacs+",Rs 0 ~
3737,Suryakant Sakharam Mane,WADALA,IND,0,12th Pass,"Rs 7,75,000 ~ 7 Lacs+","Rs 9,31,057 ~ 9 Lacs+"
3738,Suryakant Vishvanath Ambadkar,SHRIRAMPUR (SC),Rashtriya Samaj Paksha,0,Others,,
3739,Sushant Vilas Suryarao,MUMBRA-KALWA,MNS,3,Post Graduate,"Rs 86,40,266 ~ 86 Lacs+","Rs 22,87,461 ~ 22 Lacs+"
3740,Sushil Dnyaneshwar More,BHUSAWAL (SC),IND,0,Others,"Rs 28,72,939 ~ 28 Lacs+","Rs 18,000 ~ 18 Thou+"
3741,Sushil Sureshrao Bele,MORSHI,Aazad Samaj Party (Kanshi Ram),0,12th Pass,,
3742,Sushila Kashinath Kamble,KOPRI-PACHPAKHADI,Republican Bahujan Sena,0,10th Pass,"Rs 3,12,400 ~ 3 Lacs+",Rs 0 ~
3743,Sushila Shivaji Charoskar,DINDORI (ST),IND,0,8th Pass,"Rs 2,13,62,000 ~ 2 Crore+","Rs 6,00,000 ~ 6 Lacs+"
3744,Sushilkumar Jahangir Pawara,AKKALKUWA (ST),IND,1,Others,,
3745,Suvarna Arun Nagose,RALEGAON (ST),Sanman Rajkiya Paksha,0,12th Pass,"Rs 15,05,000 ~ 15 Lacs+",Rs 0 ~
3746,Suvarna Sachin Pachpute,SHRIGONDA,IND,0,Graduate,"Rs 96,28,745 ~ 96 Lacs+","Rs 12,82,208 ~ 12 Lacs+"
3747,Suvarna Sahadev Karanje,VIKHROLI,Shiv Sena,3,8th Pass,,
3748,Suvas Diwakar Raulkar,NAGPUR WEST,IND,0,Doctorate,"Rs 10,70,000 ~ 10 Lacs+",Rs 0 ~
3749,Suwarna Sagar Kokas (Wankhade),WASHIM (SC),BSP,2,Others,"Rs 84,33,904 ~ 84 Lacs+",Rs 0 ~
3750,Swapnil Anil Jadhav,UDGIR (SC),IND,5,8th Pass,,
3751,Swapnil Babruvahan Ovhal,KAIJ (SC),IND,1,Graduate,"Rs 20,000 ~ 20 Thou+",Rs 0 ~
3752,Swapnil Jaykumar Khadase,DHAMANGAON RAILWAY,IND,0,10th Pass,"Rs 4,22,800 ~ 4 Lacs+","Rs 2,00,000 ~ 2 Lacs+"
3753,Swapnil Rajendra Jawalgekar,KURLA (SC),Vanchit Bahujan Aaghadi,0,Graduate,,
3754,Swati Kunal Jangale,BHUSAWAL (SC),IND,0,Post Graduate,"Rs 12,03,120 ~ 12 Lacs+",Rs 0 ~
3755,Syed Moin Syed Mukhtar,NANDED SOUTH,All India Majlis-E-Ittehadul Muslimeen,4,10th Pass,"Rs 4,82,000 ~ 4 Lacs+",Rs 0 ~
3756,Tamboli Shabbir Sallauddin,TULJAPUR,All India Majlis-E-Inquilab-E-Millat,0,Graduate,,
3757,Tammangouda Ishwarappa Ravi-Patil,JAT,IND,1,Graduate,"Rs 8,49,88,331 ~ 8 Crore+","Rs 1,19,09,857 ~ 1 Crore+"
3758,Tanaji Ananda Satpute,MIRAJ (SC),Shiv Sena (Uddhav Balasaheb Thackeray),0,Graduate,"Rs 16,27,35,671 ~ 16 Crore+","Rs 35,80,000 ~ 35 Lacs+"
3759,Tanaji Uttam Shingade,INDAPUR,Rashtriya Samaj Paksha,0,12th Pass,,
3760,Tanpure Mangesh Shivaji,BASMATH,IND,0,10th Pass,"Rs 1,16,00,000 ~ 1 Crore+","Rs 30,00,000 ~ 30 Lacs+"
3761,Tara Mahadeorao Kale,WARORA,IND,0,Graduate Professional,"Rs 4,29,300 ~ 4 Lacs+",Rs 0 ~
3762,Tarabai Babulalji Gaurakar,SAVNER,BSP,0,8th Pass,,
3763,Taresh Gajanan Durugkar,NAGPUR EAST,Desh Janhit Party,0,8th Pass,"Rs 10,000 ~ 10 Thou+",Rs 0 ~
3764,Tarfe Santosh Ambadas,KALAMNURI,IND,0,Literate,"Rs 79,100 ~ 79 Thou+",Rs 0 ~
3765,Tarfe Santosh Laxman,KALAMNURI,IND,0,10th Pass,,
3766,Tasneem Bano Iqbal Mohammed,AURANGABAD EAST,IND,0,10th Pass,"Rs 1,45,000 ~ 1 Lacs+",Rs 0 ~
3767,Taterao Maroti Hanwate,UMARKHED (SC),Vanchit Bahujan Aaghadi,1,12th Pass,"Rs 15,89,449 ~ 15 Lacs+","Rs 2,66,914 ~ 2 Lacs+"
3768,Tatya Pandharinath Rode,TULJAPUR,IND,2,8th Pass,,
3769,Taufik Ahmed Ansari,CHANDIVALI,IND,0,Graduate Professional,"Rs 1,06,92,248 ~ 1 Crore+",Rs 0 ~
3770,Taufique Rafique Ahmed,PHOLAMBARI,IND,0,Graduate,"Rs 75,000 ~ 75 Thou+",Rs 0 ~
3771,Taywade Rajeshkumar Mayaram,TIRORA,IND,0,12th Pass,,
3772,Tayyabali Yusuf Ali Shaikh,JOGESHWARI EAST,BSP,0,8th Pass,"Rs 1,68,700 ~ 1 Lacs+",Rs 0 ~
3773,Tejesh Sahebrao Adhav,BHIWANDI EAST,IND,0,Graduate,"Rs 2,21,097 ~ 2 Lacs+",Rs 0 ~
3774,Thakare Manikrao Govindrao,DIGRAS,INC,0,12th Pass,,
3775,Thakchand Atmaram Mungusmare,TUMSAR,IND,2,Graduate,"Rs 2,78,89,746 ~ 2 Crore+","Rs 1,05,85,029 ~ 1 Crore+"
3776,Thakur Pramodsinh Gadrel,ACHALPUR,IND,2,Graduate Professional,"Rs 1,96,75,388 ~ 1 Crore+","Rs 19,29,383 ~ 19 Lacs+"
3777,Thorat Suresh Madhukar,MOHOL (SC),IND,0,Graduate,,
3778,Thorve Mahendra Sadashiv,KARJAT,Shiv Sena,2,8th Pass,"Rs 51,21,16,392 ~ 51 Crore+","Rs 20,29,45,516 ~ 20 Crore+"
3779,Tirpude Uttam Kisanrao,BADNERA,Peoples Party of India (Democratic),0,Post Graduate,"Rs 2,35,47,196 ~ 2 Crore+",Rs 0 ~
3780,Tirupati Devidas Kadam,BHOKAR,JD(S),0,12th Pass,,
3781,Toufique Ismail Shaikh (Pailwan),SOLAPUR SOUTH,IND,8,Graduate,"Rs 46,86,780 ~ 46 Lacs+",Rs 0 ~
3782,Toufique Ismail Shaikh (Pailwan),SOLAPUR CITY CENTRAL,IND,8,12th Pass,"Rs 46,86,780 ~ 46 Lacs+",Rs 0 ~
3783,Tribhuvan Vinayak Dhainje,MALSHIRAS (SC),IND,3,12th Pass,,
3784,Trimbak Devidas Pawar,PATHRI,All India Hindustan Congress Party,0,8th Pass,"Rs 50,000 ~ 50 Thou+",Rs 0 ~
3785,Trishala Milind Kamble,KALYAN EAST,Bahujan Samaj Party (Ambedkar),0,12th Pass,"Rs 23,31,039 ~ 23 Lacs+","Rs 2,08,000 ~ 2 Lacs+"
3786,Trunesh Arun Deolekar,AMBARNATH (SC),Samata Party,0,12th Pass,,
3787,Trunesh Arun Deolekar,KALYAN EAST,Samata Party,0,12th Pass,"Rs 83,15,000 ~ 83 Lacs+","Rs 48,00,000 ~ 48 Lacs+"
3788,Truptti Bala Sawant,VANDRE EAST,MNS,0,Graduate,"Rs 1,14,38,095 ~ 1 Crore+",Rs 0 ~
3789,Tukaram Nana Kale,ASHTI,IND,0,Graduate,,
3790,Tukaram Ramkrushna Kate,CHEMBUR,Shiv Sena,1,8th Pass,"Rs 2,59,04,124 ~ 2 Crore+","Rs 42,77,528 ~ 42 Lacs+"
3791,Tukaram Sabaji Kamble,HATKANANGLE (SC),IND,0,Graduate,"Rs 43,60,000 ~ 43 Lacs+","Rs 8,00,000 ~ 8 Lacs+"
3792,Tulasidas Laxman Joshi,CHANDGAD,IND,0,Graduate,,
3793,Tuljaram Bhimrao Bandapatte,PANDHARPUR,IND,0,Illiterate,"Rs 15,909 ~ 15 Thou+",Rs 0 ~
3794,Tushar Govindrao Rathod,MUKHED,BJP,0,Graduate Professional,"Rs 11,18,83,348 ~ 11 Crore+","Rs 3,88,57,488 ~ 3 Crore+"
3795,Tushar Panditrao Bhartiya,BADNERA,IND,4,Post Graduate,,
3796,Tushar Rajendra Pawar,BADNERA,IND,0,10th Pass,"Rs 95,000 ~ 95 Thou+",Rs 0 ~
3797,Tushar Shivram Mane,DINDOSHI,IND,0,12th Pass,"Rs 31,75,000 ~ 31 Lacs+","Rs 11,00,000 ~ 11 Lacs+"
3798,Uday Punjaji Sangale,SINNAR,NCP-Sharadchandra Pawar,0,Graduate,,
3799,Uday Ravindra Samant,RATNAGIRI,Shiv Sena,0,Others,"Rs 5,07,80,370 ~ 5 Crore+","Rs 1,26,01,137 ~ 1 Crore+"
3800,Udaysing Sardarsing Rajput,KANNAD,Shiv Sena (Uddhav Balasaheb Thackeray),0,Graduate,"Rs 8,70,74,046 ~ 8 Crore+","Rs 94,65,827 ~ 94 Lacs+"
3801,Uddhao Onkar Atole,KHAMGAON,IND,0,Others,,
3802,Uddhav Aatmaram Karne,KOREGAON,IND,0,Graduate,"Rs 37,16,000 ~ 37 Lacs+","Rs 30,000 ~ 30 Thou+"
3803,Uddhav Kapalu Tekam,RALEGAON (ST),IND,0,8th Pass,"Rs 36,83,004 ~ 36 Lacs+",Rs 0 ~
3804,Udesh Patekar,MAGATHANE,Shiv Sena (Uddhav Balasaheb Thackeray),2,12th Pass,,
3805,Udhan Hikmat Baliram,GANSAVANGI,Shiv Sena,1,Graduate Professional,"Rs 71,38,09,016 ~ 71 Crore+","Rs 25,12,08,690 ~ 25 Crore+"
3806,Udhav Balasaheb Kadam,KALAMNURI,IND,0,10th Pass,"Rs 18,35,000 ~ 18 Lacs+","Rs 18,35,000 ~ 18 Lacs+"
3807,Ugale Gajanan Ramnath,GANSAVANGI,IND,0,Graduate,,
3808,Ughade Vijaykumar Bhagwan,SOLAPUR CITY NORTH,IND,0,10th Pass,"Rs 4,60,000 ~ 4 Lacs+",Rs 0 ~
3809,Ujjwala Vinod Gate,TULJAPUR,IND,0,8th Pass,"Rs 1,27,82,252 ~ 1 Crore+","Rs 51,525 ~ 51 Thou+"
3810,Ujwal Suresh Patil,JALGAON CITY,IND,0,Graduate Professional,,
3811,Ujwala Vijay Yelavikar,KUDAL,IND,0,12th Pass,"Rs 20,000 ~ 20 Thou+","Rs 2,00,000 ~ 2 Lacs+"
3812,Ulhas Sambhaji Patil,SHIROL,Swabhimani Paksha,2,Graduate,"Rs 1,73,31,575 ~ 1 Crore+","Rs 12,54,244 ~ 12 Lacs+"
3813,Umaji Mohan Chavan,KHANPUR,Rashtriya Samaj Paksha,0,Graduate Professional,,
3814,Umaji Pandurang Gaikwad,UMARGA (SC),IND,0,10th Pass,"Rs 10,000 ~ 10 Thou+",Rs 0 ~
3815,Umakant Aatmaram Marathe,MUKTAINAGAR,IND,0,10th Pass,"Rs 1,57,743 ~ 1 Lacs+",Rs 0 ~
3816,Umar Mo. Noor Mo.,MALEGAON OUTER,IND,0,5th Pass,,
3817,Umashankar Shyambabu Yadav,AHMEDNAGAR CITY,BSP,0,10th Pass,"Rs 3,12,000 ~ 3 Lacs+","Rs 75,000 ~ 75 Thou+"
3818,Umbarkar Raju Madhukarrao,WANI,MNS,6,10th Pass,"Rs 2,91,24,862 ~ 2 Crore+","Rs 1,44,71,134 ~ 1 Crore+"
3819,Umesh Alias Chandu Atmaramji Yawalkar,MORSHI,BJP,1,Graduate Professional,,
3820,Umesh Ashru Kshirsagar,ASHTI,IND,2,Graduate Professional,"Rs 2,04,066 ~ 2 Lacs+",Rs 0 ~
3821,Umesh Bhau Chauhan,KOREGAON,Rashtriya Samaj Paksha,0,8th Pass,"Rs 15,06,000 ~ 15 Lacs+","Rs 1,50,000 ~ 1 Lacs+"
3822,Umesh Ishwar Gaikwad,SOLAPUR SOUTH,Maharashtra Swarajya party,1,12th Pass,,
3823,Umesh Kisan Nandane,BALAPUR,Bhartiya Jan Samrat Party,0,Others,"Rs 84,32,000 ~ 84 Lacs+",Rs 0 ~
3824,Umesh Mahadeo Mhetre,DAUND,IND,0,12th Pass,"Rs 1,54,22,913 ~ 1 Crore+","Rs 94,000 ~ 94 Thou+"
3825,Umesh Mahadeorao Mhaiskar,DEOLI,BSP,0,Graduate Professional,,
3826,Umesh Mukund Waghmare,WAI,Republican Sena,0,8th Pass,Nil,Rs 0 ~
3827,Umesh Narayan Jagtap,PURANDAR,MNS,0,8th Pass,"Rs 4,63,61,386 ~ 4 Crore+","Rs 26,30,257 ~ 26 Lacs+"
3828,Umesh Pralhadrao Shahane,MORSHI,IND,6,12th Pass,,
3829,Umesh Rajeshwar Shende,BALLARPUR,Peoples Party of India (Democratic),0,12th Pass,"Rs 1,40,90,000 ~ 1 Crore+","Rs 5,00,000 ~ 5 Lacs+"
3830,Umesh Raju Khadase,KATOL,Rashtra Samarpan Party,0,5th Pass,"Rs 92,744 ~ 92 Thou+","Rs 24,000 ~ 24 Thou+"
3831,Umesh Rama Kale,SOLAPUR SOUTH,Rashtriya Samaj Paksha,0,Graduate,,
3832,Unmesh Bhaiyyasaheb Patil,CHALISGAON,Shiv Sena (Uddhav Balasaheb Thackeray),3,Graduate Professional,"Rs 8,78,81,432 ~ 8 Crore+","Rs 6,18,25,573 ~ 6 Crore+"
3833,Usha Marotrao Dhok,NAGPUR SOUTH WEST,Akhil Bhartiya Parivar Party,0,Graduate,"Rs 2,37,336 ~ 2 Lacs+",Rs 0 ~
3834,Usman Rashid Shaikh,HADAPSAR,Akhil Bhartiya Ekata Party,0,10th Pass,,
3835,Utkarsh Rajendra Gite,AHMEDNAGAR CITY,IND,5,Post Graduate,"Rs 1,33,526 ~ 1 Lacs+",Rs 0 ~
3836,Uttam Chandrakant Wagh,AHMEDPUR,IND,1,10th Pass,"Rs 8,67,63,130 ~ 8 Crore+","Rs 2,18,12,968 ~ 2 Crore+"
3837,Uttam Gulab Kamthe,PURANDAR,Sambhaji Brigade Party,0,10th Pass,,
3838,Uttam Maroti Dhabe,HINGOLI,Akhand Hind Party,0,Illiterate,"Rs 20,000 ~ 20 Thou+",Rs 0 ~
3839,Uttam Onkar Ingole,WASHIM (SC),Peoples Party of India (Democratic),0,8th Pass,"Rs 60,44,100 ~ 60 Lacs+",Rs 0 ~
3840,Uttam Sadashiv Ghodke,AUSA,IND,0,12th Pass,,
3841,Uttam Shamrao Jadhav,KHANPUR,IND,0,10th Pass,"Rs 28,68,000 ~ 28 Lacs+","Rs 1,40,000 ~ 1 Lacs+"
3842,Vaibhav Ganesh Kulkarni,TASGAON-KAVATHE MAHANKAL,MNS,0,Graduate,"Rs 1,19,61,448 ~ 1 Crore+",Rs 0 ~
3843,Vaibhav Hanmant Pawar,KARAD NORTH,IND,0,Graduate,,
3844,Vaibhav Prakash Sontakke,NANDED NORTH,IND,0,Post Graduate,"Rs 14,35,946 ~ 14 Lacs+","Rs 42,349 ~ 42 Thou+"
3845,Vaibhav Ramesh Bhandare,KANNAD,IND,0,12th Pass,"Rs 3,29,494 ~ 3 Lacs+",Rs 0 ~
3846,Vaibhav Vivek Swami,KAIJ (SC),IND,0,Post Graduate,,
3847,Vaibhavdada Sadashivrao Patil,KHANPUR,NCP-Sharadchandra Pawar,1,Graduate Professional,"Rs 23,24,92,156 ~ 23 Crore+","Rs 2,07,77,818 ~ 2 Crore+"
3848,Vaishali Birudeo Vhadgar,NANDGAON,IND,1,Graduate,"Rs 19,60,000 ~ 19 Lacs+",Rs 0 ~
3849,Vaishali Suresh Dabhade,BHOKARDAN,IND,0,Graduate Professional,,
3850,Vaishali Vishvjit Raut,SAKRI (ST),IND,0,12th Pass,"Rs 16,500 ~ 16 Thou+",Rs 0 ~
3851,Vaishalitai Narendrasingh Suryawanshi,PACHORA,Shiv Sena (Uddhav Balasaheb Thackeray),0,Graduate,"Rs 19,80,95,694 ~ 19 Crore+","Rs 2,51,68,449 ~ 2 Crore+"
3852,Vaishalitai Suryawanshi,PACHORA,IND,0,12th Pass,,
3853,Valmik Sanjay Nikam,NANDGAON,IND,1,8th Pass,"Rs 1,16,200 ~ 1 Lacs+",Rs 0 ~
3854,Valmik Subhash Garud (Abasaheb Garud),CHALISGAON,Sainik Samaj Party,0,Graduate,"Rs 2,30,000 ~ 2 Lacs+",Rs 0 ~
3855,Vandev Manikrao Mohod,TEOSA,IND,0,Graduate,,
3856,Vanita (Kaju) Benilal Thakare,TIRORA,IND,0,Graduate,"Rs 85,35,384 ~ 85 Lacs+","Rs 11,00,000 ~ 11 Lacs+"
3857,Vanita Shashikant Kathore,BHIWANDI RURAL (ST),MNS,0,10th Pass,"Rs 2,19,99,211 ~ 2 Crore+","Rs 33,44,208 ~ 33 Lacs+"
3858,Varpe Sandeep Gorakshanath,KOPARGAON,NCP-Sharadchandra Pawar,1,Graduate Professional,,
3859,Varsha Devendra Kannake,HINGANGHAT,IND,0,Graduate,"Rs 9,70,453 ~ 9 Lacs+","Rs 7,50,000 ~ 7 Lacs+"
3860,Varsha Vinod Kambale,BARSHI,IND,0,10th Pass,"Rs 35,842 ~ 35 Thou+",Rs 0 ~
3861,Varun Sadashiv Patil,KALYAN WEST,IND,0,12th Pass,,
3862,Varun Satish Sardesai,VANDRE EAST,Shiv Sena (Uddhav Balasaheb Thackeray),0,Post Graduate,"Rs 9,22,04,637 ~ 9 Crore+",Rs 0 ~
3863,Vasant Bhaguji Thorat,BEED,Sampoorna Bharat Kranti Party,0,Graduate,"Rs 50,000 ~ 50 Thou+",Rs 0 ~
3864,Vasant Chindhuji Purke,RALEGAON (ST),INC,0,Post Graduate,,
3865,Vasant Dhanaraj Patil,SINDHKHEDA,IND,0,12th Pass,"Rs 3,37,000 ~ 3 Lacs+",Rs 0 ~
3866,Vasant Jivba Patil,KOLHAPUR SOUTH,IND,0,Literate,"Rs 6,07,70,876 ~ 6 Crore+","Rs 19,00,000 ~ 19 Lacs+"
3867,Vasant Punjahari Kangune,NEVASA,IND,0,Graduate,,
3868,Vasant Sukar Shekhare,DINDORI (ST),IND,0,10th Pass,"Rs 21,15,000 ~ 21 Lacs+",Rs 0 ~
3869,Vasim Magbul Inamdar,KARAD NORTH,IND,0,8th Pass,"Rs 7,76,500 ~ 7 Lacs+",Rs 0 ~
3870,Vasudev Namdev Gangurde,NANDURBAR (ST),MNS,0,10th Pass,,
3871,Venugopal,MALAD WEST,IND,0,8th Pass,"Rs 1,18,89,280 ~ 1 Crore+",Rs 0 ~
3872,Venugopal,KANDIVALI EAST,BSP,0,8th Pass,"Rs 1,18,89,280 ~ 1 Crore+",Rs 0 ~
3873,Vicky Belkhode,NAGPUR EAST,IND,0,12th Pass,,
3874,Vicky Mahendra Sawai,WARDHA,IND,1,5th Pass,"Rs 25,200 ~ 25 Thou+",Rs 0 ~
3875,Vidhyasagar Alias Suresh Bhimrao Vidhyagar,MANKHURD SHIVAJINAGAR,BSP,0,Graduate,"Rs 78,40,000 ~ 78 Lacs+","Rs 29,10,000 ~ 29 Lacs+"
3876,Vidhyasagar Alias Suresh Bhimrao Vidhyagar,GHATKOPAR WEST,BSP,0,Graduate,,
